,event,date,person,quote,Positive?,Negative?,Team?,Individual?
1036,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"When I see those high-scoring games, I just think about the skill that has come into the league and how great these players really are and how great offense is always going to beat great defense all the time.",1.0,,1.0,
1037,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"You watch Luka's 70-point game, and he's making tough shot after tough shot. I definitely feel like someone can break that 80-point. 100 points would be tough to do in a game. You've got to make every shot and get a lot of shots up to get to 100. But I think somebody could get 80.",1.0,,,1.0
1038,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"I think each era has about six or seven guys that help carry the game forward, help push the game forward. It's more than just Steph and LeBron and myself. It's the James Hardens, Russell Westbrooks, Kawhi Leonards, Paul Georges, a lot of these guys who inspired the next generation of hoopers to want to be professionals. There's more than just one or two guys.",1.0,,1.0,
1039,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"You look around the league -- I'm going to miss a lot of guys, but you see Shai, Ant, Book, Luka, Tyrese Maxey, Tyrese Haliburton. There are so many guys inspiring the next generation of hoopers after them to become basketball players that you can't just pinpoint it to one or two guys.",1.0,,1.0,
1040,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"It's about pushing the game forward, setting a different standard, how we play. These guys are doing it right now.",1.0,,1.0,
1041,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"That's a tough question. You put me on the spot. If I had to say one, I would say probably Game 6, 2012 Western Conference Finals, up 3-2 against San Antonio. We were down 20 at the half at home, and we had to rally to get to the Finals. At 23 years old, that was probably something that stood out the most.",1.0,,,1.0
1042,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"Because we hang out off the floor. I think that's most of the battle. When you get to know your teammates that deep, we almost to this point know what each other is thinking. I hung out with him a lot since I got to Phoenix and this past summer, and we worked out obviously.",1.0,,1.0,
1043,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"Same thing. I feel like we're both confident players. But when you've got that extra support out there to just go do what you do, sometimes you need that, especially when you're one of the lead guys on the team. You focus on so much other stuff -- your teammates, scheme, strategies -- and sometimes you need somebody to relieve you of all that stuff and just go play, and that's what we do for one another.",1.0,,,1.0
1044,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"Also, our coaching staff does that for us, as well, and our teammates. When you've got support like that, it just makes you a way better player.",1.0,,,1.0
1045,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,I doubt I have an album dropping. I just do it for fun.,1.0,,,1.0
1046,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"""Hi."" That's it.",1.0,,,1.0
1047,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"I think I've had great chemistry with every point guard. I think, to be honest, I played longer with Russ, so I think I probably have more chemistry with him.",1.0,,,1.0
1048,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"We came up together as 19-year-olds. We played eight seasons together, and he knew me inside-out. Obviously, I had great success with Steph. I don't want to discredit that. But I don't want to also discredit what me and Russ did, as well, as a duo.",1.0,,,1.0
1049,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"Legacy, I just want to be respected amongst people that actually played the game, and players that are aspiring to be where I'm at, I want to be respected by them. And that's it.",1.0,,,1.0
1050,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"Some guys get injured, man. Some guys just get injured. I think the 65-game rule for the load management, but I think load management sometimes comes from these organizations too when they force you to sit out of games and guys may be injured. I don't know. It's tough. It's tough.",,1.0,,1.0
1051,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"I just want guys healthy and on the court too. I guess that's what the solution is, try to get guys to stay on the court. It's just something we've got to deal with. I won't say I love it or I hate it either, but it's just something we've got to deal with.",1.0,,,1.0
1052,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"Every night my best player and my top fives and GOATs, I feel like every week they change. I feel like this last week right before the break Minnesota was playing good ball. Clippers playing great ball. If anything, I'd probably say Clippers and give it to Kawhi as the best player I've seen.",1.0,,1.0,
1053,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"Yeah, I got asked this question three times over the last three weeks. My final answer today is I'll go with Steph.",1.0,,,1.0
1054,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,I just think the fact that you got the men's and women's game coming together to just help celebrate the game of basketball is always good. Sabrina is such a great ambassador for the women's game -- I don't even want to call it the women's game. For the game of basketball in general. Steph is such a great ambassador.,1.0,,1.0,
1055,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"So when we get them both on the floor together to shoot some basketballs, it's always going to be fun. I'm looking forward to it. It's a new event we have, and hopefully we can do more stuff like this with the WNBA, as well, and All-Star Weekend. So I'm sure they're going to put a show on.",1.0,,1.0,
1056,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"It's huge. It's huge. It's an opportunity for people around the country to see the type of talent they have at HBCUs. There's a lot of hidden gems there, great coaching, great talent up and down the board.",1.0,,1.0,
1057,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"If we can give them the platform to showcase their talents and skills, we need to do so. So I'm excited for them. Hopefully this becomes an annual thing and we start to see more and more talent come out of HBCUs.",1.0,,1.0,
1058,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"Just a flat-out legend. For the Boomers, right? Boomers. He's been a constant for that program since I've been in the league.",1.0,,,1.0
1059,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"They play with such a toughness, and you know that comes from their best player, which is Patty. And then having an opportunity to play with Patty for two years in Brooklyn, I see why he's become such a legend over there. He's so passionate about where he's from. He's so passionate about just the culture itself and basketball. He's an extremely hard worker whose journey should be spoken about with some of the best.",1.0,,,1.0
1060,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,He continues to push the game forward and inspire a lot of people. That's what I love about this game.,1.0,,,1.0
1061,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"Man, that dude can achieve anything he wants in this game. He's only getting more comfortable as time goes on. 20, 10, 3 12 blocks a game, 2 or 3 assists. It's just insane how dominant he's going to be as he gets more comfortable in the game.",1.0,,,1.0
1062,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"We'd hope that this stage and being a first of its kind in basketball, kind of the competition, the road map that Sabrina has ahead of her as an ambassador for the game of basketball, not just women's basketball, but how she handles herself, and just the conversation around promoting the WNBA, the NBA, merging our two worlds, it's going to be fun.",1.0,,1.0,
1063,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"I don't know what's going to come out of it, but me and Sabrina talked about how cool of an opportunity it is to do something that's never been done before in our game. And for her to have a presence on this stage is going to do a lot to inspire the next generation of young boys and girls that want to compete and see themselves in either one of us.",1.0,,,1.0
1064,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"Wherever it goes from there, we know we can kind of plant our flag as doing something really special.",1.0,,,1.0
1065,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"You've got a lot of talent to choose from in that respect. I think the more you understand the authenticity around it, and like me and Bron and KD, like the guys you named, have done it and tried to do that in our way, where it might look different for different guys. But the league is in pretty good hands when it comes to young talent that I think gets it and understands the magnitude of the platform we all have and will respect it as they come into their own.",1.0,,1.0,
1066,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"It was a surprise, one. I didn't know Seth was on the trading block and whatnot up until probably two days before. The fact he had his homecoming going back to Charlotte, the first game they played, they wore their retro, old-school pinstripe Hornet jerseys, which my pops wore, and like you said, No. 30.",1.0,,,1.0
1067,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"It's funny, my dad said on the broadcast, I don't think anybody asked Seth or my dad what number he was going to wear. He just did it knowing it was an easy decision there. It was cool to see the Curry 30 alive back in Charlotte. Still got a lot of family there, and my dad obviously doing the color commentating for games. It's a family affair, for sure.",1.0,,,1.0
1068,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,"They always told me that they were super high on me. But of course it's the NBA Draft, so you can't make any promises to anybody.",1.0,,,1.0
1069,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,VICTOR WEMBANYAMA,It's something anyone has to manage in their career.,,1.0,,1.0
1070,2024 - WNBA DRAFT,15-Apr,CELESTE TAYLOR,"Yeah, I mean, I didn't. I did not envision this, not because I didn't think I was capable but because I didn't know. I think honestly until I was in maybe about ninth grade, my freshman year of high school, I had to learn the path that it took to get to the W. I was around it, but I didn't know the path that it took to get there.",1.0,,,1.0
1071,2024 - NBA DRAFT,26-Jun,TRISTAN DA SILVA,"Basketball IQ, for sure. Making the right reads. Making smart plays. Being in the right position. I feel like that's very underrated, being in the right position and reading your defender. That's a lot of my game where I get my advantages from.",1.0,,,1.0
1072,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,CHERYL REEVE,"Our offense was bad at a time when we really needed it. Our pace was slow. Taking too long to get into things, and you know, I don't think we were terribly hard to play against from that standpoint. And that was obviously a difficult time to be doing that.",,1.0,1.0,
1073,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,TREY MURPHY III,"Yeah, I mean, the dunking thing came late, first of all, so I didn't start dunking until my senior year in high school. That was probably part of it.",,1.0,1.0,
1074,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,BREANNA STEWART,"And then the second one, the same. It's when you want to be thinking about nothing else. It definitely sucks to miss.",,1.0,,1.0
1075,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"Whenever Drake just wants to talk about life, I'm just there for him. And then he just gave me that title.",1.0,,,1.0
1076,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,JAYSON TATUM,"Yeah, he's having a great year. Unlike any other player we've probably ever seen. At this point, I think he, for sure, deserves to be in the conversation with some other great rookies out there. Chet Holmgren at OKC. I think those would probably be the two guys off the top of my head right now.",1.0,,,1.0
1077,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"It's crazy how the series ended. For four games, it was about the three ball, three ball, three ball. Certainly offensive rebounds throughout the whole thing. But then tonight came down to points in the paint. We don't even score in the paint and we had 44, was it, right. So it was really interesting how the series ended with them playing bigger. They won the game with their defense, no doubt about it, with their defense. Anyway, to your question, her minutes were really good, really helped them.",1.0,,1.0,
1078,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,BREANNA STEWART,"Today throughout my whole day, everybody was texting me, like, ""How are you? Are you ready?"" All these things. ""Do your thing.""",1.0,,,1.0
1079,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,JONQUEL JONES,"That really helped keep things in perspective. I went out there to play to win and not to lose. The experience that I had, even though it wasn't the best experience and we lost in the past, it allowed me to be a little bit more relaxed in the situation and just understand that these moments aren't guarantees. It's not a given. You have to kind of just take advantage of it but also live in the moment and really appreciate what it took to get here, too.",1.0,,,1.0
1080,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"Hanging out, playing video games, going out, having a drink. All that stuff helps when you're trying to gain chemistry as a team. It's been great getting to know him.",1.0,,,1.0
1081,2024 - ALL-STAR GAME,18-Feb,GIANNIS ANTETOKOUNMPO,"I have no idea. It's a funny and a crazy story at the same time. I really don't expect everybody to know who I am or know my name. I'm not aiming for that. I'm actually aiming for the opposite, kind of stay as low profile as I can. Yeah, crazy, crazy story.",1.0,,,1.0
1082,2024 - WNBA DRAFT,15-Apr,MARQUESHA DAVIS,"I would say I'm very excited to work with her and just learn from her and take whatever I can take from her and take it to my game. I would say just being able to score in different ways, that's a way that I can come in and help the Liberty.",1.0,,,1.0
1083,2024 - NBA DRAFT,26-Jun,RYAN DUNN,"Yeah, I think I can. It's just getting a lot of reps in practice and everything like that. Just getting the confidence and just let it go. That's what I'm going to try to do in Phoenix, is be in the gym a lot. Just do what I've got to do as a team.",1.0,,1.0,
1084,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,16-Oct,CHERYL REEVE,"I mean, I'll let these guys talk about that. Go ahead, you guys. Jump in there.",1.0,,1.0,
1085,2024 - ALL-STAR GAME,18-Feb,GIANNIS ANTETOKOUNMPO,"Then in 2019 in Charlotte, I got exactly those shoes, and I wrote on the shoes, ""Thanks, Thanasis, for sharing."" And I kind of paid tribute to him for sharing the shoes with me ten years ago. He never thought I was going to be an All-Star or the person that I am today. He was just with me because he loves me. I love him, too, so I wanted to pay respect for him.",1.0,,,1.0
1086,2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"I think overall it's just our lockers are next to each other's. When you go somewhere outside of your team with a teammate, you usually naturally turn to each other more, just a lot of conversation. We're sharing our own experience away from this when we get around other groups.",1.0,,,1.0
1087,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,PAOLO BANCHERO,"After that, I had to start getting the between cross and start getting back in my bag, for sure.",1.0,,,1.0
1088,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"Luckily I'm on my way out, so I won't have to deal with it too much. You just see him settling in game after game after game, and it's going to be a joy to watch.",1.0,,,1.0
1089,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,16-Oct,BREANNA STEWART,"I don't know. Like, you guys talk about the run, Sab's shot. There was so many players that came in that were like such an important piece of what we were able to do tonight just because they made Minny tired and that's what makes this team really special. It's a collective win even though some of us are shining a little bit brighter.",1.0,,,1.0
1090,2024 - ALL-STAR GAME,18-Feb,KARL-ANTHONY TOWNS,I got hopes and dreams.,1.0,,,1.0
1091,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,SANDY BRONDELLO,Sometimes when we didn't rebound or we kind of -- we went to offensive rebound but we are out of position and they got easy layups in transition. So those really break your back.,1.0,,1.0,
1092,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"Right, so obviously one of our focuses this year of our social justice council is reproductive rights, as well as civic engagement, given that we're in a general election year. So the one thing I like about our players, our players want to be engaged. They don't run away from things. They want to be engaged and they want to force change in the communities in which they live and work, and they do it very, very effectively. I think on this issue they'll continue to do that effectively.",1.0,,1.0,
1093,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,16-Oct,SANDY BRONDELLO,"I did. I felt confident. Even with that last shot I felt confident, okay, because we worked hard and we found a way to win.",1.0,,,1.0
1094,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CATHY ENGELBERT,"Finally, before we get to your questions, we have some news to announce Starting next year with the 2025 WNBA season, the WNBA Finals presented by YouTube TV will be a best-of-seven format, replacing the current best-of-five format. The Finals will take on a 2-2-1-1-1 structure, in which the team with the higher seed will host Games 1, 2, 5 and 7, and its opponent will host Games 3, 4 and 6. This will give our fans a championship series format that they are accustomed to seeing in other sports.",1.0,,1.0,
1095,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,TREY MURPHY III,"Just to show people what type of time I'm going to offer Utah for Saturday in the Dunk Contest. Didn't want to do anything too crazy. Didn't want to give any previews of what I'm going to do, but definitely wanted people to see I got a little ups.",1.0,,,1.0
1096,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"Oh, Jabari Parker? I love it, man. I watch all of his highlights, and he's found a place that he's happy. I feel like, when I played with him, whenever he was happy and he felt comfortable in his environment, he will thrive, and you can see he's playing really well.",1.0,,,1.0
1097,2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"You want to come here and have success, so I had that. It's just been a good break. Just being around my family, being able to just do the things that I've always done.",1.0,,,1.0
1098,2024 - NBA DRAFT,26-Jun,CODY WILLIAMS,"I like bowling and starting to pick up golf too. Have a lot more free time, so I can start getting good at golf and getting a routine for it. But definitely bowling is another activity I'm heavy on.",1.0,,,1.0
1099,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,16-Oct,CHERYL REEVE,"You know, I thought as you said, we had the appropriate effort and focus on what we were doing. As the game wore on, the offense got harder and harder for us.",1.0,,1.0,
1100,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"One of the things that's great about being in the WNBA right now is everybody is paying attention. I ran into someone who ran an ad buy during the final of the women's Final Four. They said -- it was a CEO they got thousands of messages, not only about how great they thought the ad was but that they ran it during women's basketball, and how much that lifted their brand with not just their female employees but their female customers and everybody.",1.0,,,1.0
1101,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,18-Oct,SANDY BRONDELLO,"Yeah, that's what we said we worked for all season long. Minnesota did what they needed to do here to tie it up, and now we go back home. We love playing in front of our home crowd.",1.0,,1.0,
1102,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,NAPHEESA COLLIER,"It's hard. Like we are both competing for a championship. You have to play with a level of desperation from the very beginning, and so that's what we're going to need to do to come out in Game 3.",,1.0,1.0,
1103,2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"You've just got to keep shooting the ball. I think, in a game like this, you know it's going to be pretty loose, and you're going to get your opportunities. Being in the starting lineup, I knew I'd play longer stretches, get more minutes.",,1.0,1.0,
1104,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"We haven't played them yet, so it will be cool. We've got two games coming up against them the second half of the year. I'm excited about those two nights.",1.0,,1.0,
1105,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"I can confirm it's the guy you're looking at right now. Trying to apply some pressure, for sure.",1.0,,,1.0
1106,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"The first year we did the player draft -- the first year I was the captain up until the game in Chicago, it was the Elam Ending, that was kind of your peak competitive nature that kept everybody on the edge of their seat till the end. I think the guys had a different energy about them and definitely a spirit of competitiveness throughout the whole thing.",1.0,,1.0,
1107,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"Then it kind of got a little quirky with all the draft stuff that was happening. We talked about it a little bit in some of our meetings. It's kind of hard when you're here in the building -- it's very prima donna of us, but you're here four or five hours leading up to the game. It's so different than our normal game day kind of experience, like the way we prepare our bodies and stuff like that. So it's kind of hard to get to a normal level.",,1.0,1.0,
1108,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"I think there's a balance. We've talked about it a little bit. It's just coming with the right energy where everybody knows kind of the speed of the game, physicality of the game, and you can kind of make those adjustments, whether you're starting, whether you're coming off the bench, playing a little bit of defense. And kind of taking it from there wherever the game goes.",1.0,,,1.0
1109,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"I think getting rid of the pre-draft thing where everybody was standing around for however long will help. The East-West stuff, where there's a little more familiarity with your teammates, will help. Like you said, it's not going to be a Game 7. It's not going to be a playoff-type vibe, but it should be somewhere in between.",1.0,,,1.0
1110,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"Like you said, talent is at an all-time high in every position. Shooting ability, scoring ability, different combinations that coaches are putting out there, like five-man units where everybody is a threat to shoot the ball. So the game has changed dramatically.",1.0,,1.0,
1111,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"I think there was that week or two-week span, there was a 70, a couple 60s and I don't know what. It was astronomical scoring. That slowed down a little bit.",1.0,,1.0,
1112,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"There's a couple rules, I think, from a defensive perspective -- I know Coach has talked about it a little bit -- where you could favor the defense a little more. I know the conversations the -- what's the group called that makes the rules? -- Competition Committee, thank you, that make those decisions every summer and try to adjust how the game is going, those conversations are always happening.",1.0,,1.0,
1113,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"I like the brand of basketball because everybody who is out there can put the ball on the floor, for the most part, can, like I said, be a threat to shoot. You're going to see a sway toward higher scoring, but I think the cycle of the league, it will reset itself at this point. I don't know how quickly that will happen or what rules will change this summer and the following summer, but I personally like the brand of basketball that's being played because it highlights the amount of talent that we have around the league.",1.0,,1.0,
1114,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"Gui is an unbelievable person. He's shown in some short stints out there on the court with us what he's capable of. He's got a bright future ahead of him, and I know he's proud to represent his country.",1.0,,,1.0
1115,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,"I've been to Brazil once, and it was way back when I was in high school. I told Gui, when I come back, I'm going to call him, call Varejao, call Barbosa and all the guys I've played with, and hopefully they treat me to a good time.",1.0,,,1.0
1116,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,They're definitely proud to represent their country. Gui is the next in line to do that. It's been cool to watch him grow in the short time he's been with us.,1.0,,,1.0
1117,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,STEPHEN CURRY,He hasn't shared that with me as much yet.,,1.0,,1.0
1118,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"That time I drafted him, the relationship, I had a big relationship with him. I appreciate him as a player at the time, and I knew the value he brought to the game. It's a guy on the All-Star team that you want to have on your team. I think that's pretty much all.",1.0,,,1.0
1119,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"Now having him as a teammate, I think it's unbelievable having the all-time great suiting up next to you and getting ready for the game. Our chemistry day by day is getting better and hopefully can get to a place that we can compete for the championship.",1.0,,1.0,
1120,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"We've been teammates for 50 games, so four, five months. Now, as I said, game by game, day by day, we're getting closer, chemistry is getting better. Hopefully we can get to a place that we can lead the other guys to the goal that we've set in the beginning of the year.",1.0,,1.0,
1121,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"It's always a great feeling. I never take it for granted, and I'm never going to let it slide by without appreciating it. From my first one until my last one.",1.0,,,1.0
1122,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"I'm happy that I'm here. I'm happy that I get to suit up and play, participate in this game in the best place in the world. I'm happy that I'm able to put on a show for the people.",1.0,,,1.0
1123,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"Unfortunately, I wasn't able to come to practice. The plane was delayed. I know there's a lot of kids that come out to practice that don't have a chance to go to the game to watch us play. I don't know if the NBA is that complimentary anymore. They have you pay for it, I don't know. But first time I was at the All-Star, it was free.",,1.0,,1.0
1124,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"As I said, it's great to be here. I appreciate every moment of it. I appreciate that I'm able to put on a show here for the people in Indiana and for the people around the world that are watching. Suiting up with the best players in the world in the locker room, you get memories, great memories, from conversations that I remember that I had, with Carmelo, my first one, and conversations I'm going to have tomorrow with Dame, Tyrese, Brunson -- all these players that I don't always have the opportunity to sit in the same locker room with.",1.0,,,1.0
1125,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"But it's fun. Every one that I was able to participate was fun, except for last year when I wasn't able to play.",1.0,,,1.0
1126,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"Oh, yeah, that's my dad. Growing up, I remember it was a game that the best players played. I think my first memories of the All-Star was in the video game. Now it's the NBA 2K is big. But back then from where I'm from the NBA Live is a different version. I believe in the 2006 version Manu Ginobili was doing well. I remember they were playing East versus West, and I used to compete with my brother in the video game.",1.0,,,1.0
1127,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,That was my first memory. I thought all the best players coming to a game and they play against one another and it's fun.,1.0,,,1.0
1128,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"Then you participate in some of them, and it's been a fun ride. I enjoy it. I hope the people that watch the game enjoy it as much as we enjoy it.",1.0,,,1.0
1129,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"I don't know. We have Victor. We have Nikola, but he doesn't want to be really the face either. We have Luka, Joel, Shai, on and off the court. There's a lot of people that can take his place after LeBron leaves.",1.0,,1.0,
1130,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,His availability. 21 years he never got hurt. I think that's the biggest talent he has. He's able to be durable throughout his whole career. There's never been a player like that.,1.0,,,1.0
1131,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"I wish that I could be as durable as LeBron. That's the most important thing. All of the other things you can control, from being able to shoot better, be able to post up better, be able to dribble better, be able to run the floor better, all the other things you can control.",1.0,,,1.0
1132,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"The things that you can't control is how durable this guy has been, how the way he takes care of his body. A lot of people work hard, but there's only a few of the players that recover as hard, too, as LeBron. So probably that.",1.0,,,1.0
1133,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"It's fun. It's always fun playing against the best players. Now, if we are going to be in the Finals, I don't know, time will tell. Denver has a very, very good team, probably the favorite in the West, probably going to make it all the way. But we have a lot of work to do, talking about our team. We have a lot of work to do.",1.0,,1.0,
1134,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"But it's always great playing against Nikola, playing against the best players in the world. It's always fun.",1.0,,,1.0
1135,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,He had this crazy buzzer beater a couple weeks ago. He's leaned out. He's healthy. I'm just happy that he's enjoying the game again. Barcelona definitely have a good one -- good one. A great one.,1.0,,,1.0
1136,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,Great guy also.,1.0,,,1.0
1137,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"I'm happy. I'm happy to see him out there. I'm very, very happy to see him out there.",1.0,,,1.0
1138,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"I'll be honest with you. I don't watch basketball. I didn't watch any game of Wemby before that, and I didn't watch any game of Wemby after that. Not just Wemby, but in general, I don't watch basketball. Stats, highlights, how people play, I have no idea.",,1.0,,1.0
1139,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"And I love it. I love when I go to the game, and I have no idea who I'm playing and what they do. It makes it harder.",1.0,,,1.0
1140,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,I really don't want to go there. Just never give up. Keep on believing. Keep on going. And be a hard worker. That's all I can say.,1.0,,,1.0
1141,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"I don't give up. I believe in myself. I believe in my dreams and what I'm trying to accomplish, and I know that I've got to work hard. That's what I've done my whole career, and that's what I'm going to do in basketball after I retire. It's something that's allowed me to be the man that I am today.",1.0,,,1.0
1142,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"I hope it can touch as many people as possible, inspire them in the best way. But for me, I'm just -- when I'm doing stuff like that, I try to be myself. I don't have in mind I'm trying to inspire. I just try to be myself. I try to be as authentic as possible.",1.0,,,1.0
